Affischtavla	Billboard
utföra	perform
utförbarhet	feasibility
utförlig	detailed
utförsäljning	sale
utge	release
utgiva	public
utgivare	publisher
utgivning	publication
utgjutelse	shedding
utgjutning	extravasation
utgräva	Beard
utgrävning	excavation
utgå	end
utgång	initial
utgångsdörr	exit
utgåva	edition
utgöra	constitute
uthus	outhouse
uthyra	let
uthärda	bear
uthållighet	stamina
utkant	outskirts
utkast	draft
utkastare	chucker-out
utkastning	doi
utkik	lookout
utkikstorn	watchtower
utklassa	outclass
utkomst	livelihood
utkörning	delivery
utland	abroad
utlokaliseringen	outsorcing
utlopp	outlet
utlova	promise
utlovad	promised
utlägg	outlay
utläggning	exposition
utlämna	expose
utlämning	extradition
utländsk	foreign
utlänning	alien
utläsa	gather
utlåna	lend
utlåning	lending
utlåningsränta	chart
utlåtande	opinion
utlöpa	expire
utlöpare	offshoot
utlösning	orgasm
utmana	challenge
utmanande	provocative
utmaning	challenge
utmanövrerade	out-manoeuvred
utmanövreras	outmanouvered
utmattad	exhausted
utmattning	exhaustion
utmed	along
utmärglad	emaciated
utmärka	distinguish
utmärkelse	distinction
utmärkt	excellent
utmätning	seizure
utmåla	depict
utnyttjad	abjused
utnyttjande	abusive
utnämna	appoint
utnämning	appointment
utom	except
utomeuropeisk	non-European
utomhus	outdoors
utomkyrklig	secular
utomlands	abroad
utomnordisk	non-Nordic
utomordentlig	excellent
utomordentligt	extraordinarily
utomstående	outsider
utopi	utopia
utpeka	identify
utplacera	place
utplundra	plunder
utplåna	obliterate
utpost	outpost
utpressa	blackmail
utpressning	blackmail
utprova	test
utpräglad	distinct
utradera	erase
utreda	investigate
utredare	investigators
utredning	inquiry
utredningsresultat	findings
utrensning	clearance
utrikes	abroad
utrikeshandelsavtal	ebony
utrop	cry
utropa	cry
utropare	crier
utrota	exterminate
utrotade	exstinct
utrotning	extermination
utrusta	equip
utrustad	equipped
utrustning	equipment
utryckning	discharge
utryckningssignal	alarm
utrymma	evacuate
utrymme	space
uträtta	perform
utsaga	statement
utsago	statement
utsatt	vulnerable
utsatte	exposed
utse	appoint
utsedd	appointed
utsedda	appointed
utseende	appearance
utsida	outside
utsikt	prospect
utskick	circular
utskrift	print-out
utskällning	telling-off
utslag	rash
utslagen	beaten
utslagning	marginalization
utslagsgivande	decisive
utsliten	worn-out
utsläpp	discharge
utsläppningsventil	wand
utslätad	smoothed-out
utsmycka	adorn
utspel	lead
utspela	kataklysm
utspelad	outplayed
utspisning	feeding
utspridd	scattered
utspridning	spreading
utspäda	Dilute
utspädd	diluted
utsträcka	extend
utsträckning	extent
utstråla	radiate
utstrålning	charisma
utstuderad	studied
utstyrsel	outfit
utställare	exhibitors
utställning	exhibition
utstå	endure
utstöta	utter
utstötning	rejection
utsudda	erase
utsugning	exploitation
utsvältning	starvation
utsvävning	digression
utsändning	transmission
utsätta	expose
utsållning	screening
utsökt	exquisite
utsöndra	secrete
uttag	socket
uttagare	withdrawer
uttal	pronunciation
uttala	pronounce
uttalad	pronounced
uttalande	statement
uttorka	dehydrate
uttorkad	dehydrated
uttrar	otters
uttryck	expression
uttrycka	express
uttrycklig	explicit
uttryckligen	explicitly
uttryckt	expressed
utträde	resignation
uttråkad	bored
uttröttad	weary
uttunna	dilute
uttunning	thinning
uttömmande	exhaustive
utvald	selected
utvandra	emigrate
utvandrare	emigrant
utveckla	develop
utvecklad	developed
utvecklare	developer
utvecklas	grow
utveckling	development
utvecklingsgång	progress
utvecklingsprocess	development
utvecklingstrend	trend
utverka	obtain
utvidga	expand
utvidgad	enlarged
utvidgade	enlarged
utvidgning	enlargement
utvikning	digression
utvilad	rested
utvinna	extract
utvinning	extraction
utvisa	indicate
utvisning	deportation
utvändigt	externally
utvärdera	evaluate
utvärdering	evaluation
utvärtes	external
utväxla	exchange
utväxt	outgrowth
utåt	towards
utåtriktad	outgoing
utöka	increase
utökning	expansion
utöva	practise
utövning	exercise
uzbekisk	Uzbek
uzbekistans	uzbek
va	what
vaccin	vaccine
vaccinera	vaccinate
vaccinerade	vaccinated
vaccinering	vaccination
vacker	beautiful
vackert	beautifully
vackla	totter
vad	appeal
vada	wade
vadare	wader
vaddera	pad
vadå	what
vag	vague
vagabond	vagabond
vagga	rock
vagina	vagina
vagn	vehicle
vagnslast	cargo
vaja	sway
vajer	cable
vak	wake
vakans	vacancy
vakant	vacant
vaken	alert
vakenhet	awareness
vakna	waken
vaksam	vigilant
vaksamhet	vigilance
vakt	watch
vakta	watch
vakthund	watchdog
vakthållning	watchkeeping
vaktmästare	waiter
vakuum	vacuum
val	election
valde	elected
valfri	optional
valfångare	whalehunter
valhänt	fumbling
validitet	validity
valk	roll
valkamp	election
valkrets	constituency
valkyrieartad	valkyrie-like
vall	pasture
valla	wax
vallare	shepherd
vallfart	pilgrimage
vallfärd	pilgrimage
vallgrav	moat
vallmo	poppy
vallväxt	rime
valmöjlighet	choice
valnatt	Wake
valnöt	walnut
valp	puppy
valpa	whelp
valrelaterad	election-related
vals	roller
valspråk	motto
valt	chosen
valthorn	horn
valuta	currency
valutareglering	ward
valv	vault
valör	denomination
valören	value
van-	mis-
vana	habit
vanartad	maladjusted
vandalisera	vandalize
vandaliserande	vandalising
vandaliserar	vandalizes
vandalism	vandalism
vande	accustomed
vandra	walk
vandrare	rambler
vandring	walking
vanebildande	habit-forming
vanesak	habit
vanföreställning	delusion
vanhedra	dishonour
vanhelga	desecrate
vanilj	vanilla
vanka	saunter
vankelmodig	irresolute
vanlig	ordinary
vanligen	usually
vanligt	usual
vanligtvis	usually
vanmakt	powerlessness
vann	won
vansinne	madness
vansinnig	mad
vansinnighet	madness
vansinnigt	madly
vansklig	risky
vante	glove
vantskruv	turnbuckle
vanvett	mania
vanvård	neglect
vanvårda	neglect
vanvördig	disrespectful
vanära	disgrace
vapen	weapon
vapenarsenal	armoury
vapenbroder	brother-in-arms
vapenbärande	armed
vapendragare	supporter
vapenfabriken	weaponfactory
vapenförmedling	guntrader
vapenförråd	armory
vapenlager	Armory
vapenrelaterad	weapons-related
vapensmedja	armory
vapenstillestånd	ceasefire
vapenvila	cease-fire
var	pus
vara	am/are/is
varaktig	lasting
varaktighet	Duration
varande	being
varannandagsfrossa	gizzard
varar	lasting
vardag	weekday
vardaglig	everyday
vardera	each
vare	be
varefter	after
varelse	being
varenda	every
varför	why
varg	wolf
vargflock	wolfpack
varghund	wolfhound
variabel	variable
variant	variation
variation	variation
variera	vary
varierande	varying
varietéartist	auditions
varigenom	through
varit	been
varje	every
varken	neither
varlig	careful
varligt	careful
varm	hot
varmblod	warmbreed
varmblodig	warm-blooded
varmhjärtad	warmhearted
varmvattensflaska	thermos
varna	warn
varning	warning
varp	warp
varpå	whereupon
vars	whose
varsam	careful
varsebli	notice
varsebliva	realize
varseblivning	perception
varsel	notice
varsko	inform
vart	was
vartefter	as
varulv	werewolf
varumärke	trademark
varumässa	fair
varv	revolution
varva	layer
varvsindustri	Duckyard
vas	vase
vaselin	Vaseline
vask	sink
vasmålning	vase-painting
vass	reed
vatikanen	vatican
vatikansk	Vatican
vatten	water
vattenbaserad	waterbased
vattenbeständigt	waterproof
vattendrag	stream
vattenfall	waterfall
vattenhål	waterhole
vattenkokare	kettle
vattenkrasse	watercress
vattenledning	waterpipe
vattenmagasin	reservoirs
vattenmelon	watermelon
vattenplaning	aquaplaning
vattenpost	watertap
vattenpöl	mound
vattenrelaterad	water-related
vattenskalle	hydrocefalus
vattenskidor	water-skis
vattenskidåkning	waterskiing
vattenslang	hose
vattenstämpel	watermark
vattensäker	waterproof
vattentät	watertight
vattkoppor	chickenpox
vattna	water
vattnas	salivate
vattnig	watery
vattning	watering
vattuman	Aquarius
vax	wax
vaxa	wax
vaxduk	oilcloth
ve	woe
veck	crease
vecka	pleat
veckolig	weekly
veckoslut	weekend
veckoslutet	weekend
ved	wood
vedbod	woodshed
vederbörlig	due
vederfaras	befall
vedergällning	revenge
vederhäftig	reliable
vederkvicka	invigorate
vederlag	compensation
vederlägga	refute
vedermöda	hardship
vedertagen	accepted
vedervärdig	repulsive
vedspis	woodstove
vedträ	log
vegetabilier	vegetables
vegetabilisk	vegetable
vegetarian	vegetarian
vegetarisk	vegetarian
vegetation	vegetation
vegetativ	vegetative
vegetativt	vegetative
vegetera	vegetate
vek	weak
veke	wick
vekling	sissy
vekna	weaken
vela	shilly-shally
velat	wanted
velig	vacillating
vem	who
vemod	sadness
vemodig	melancholy
ven	vein
venedig	venice
venerisk	venereal
venetianska	Venetian
venezuelansk	Venezuelan
ventil	valve
ventilation	ventilation
ventilera	air
verb	verb
verbal	verbal
verbalisera	verbalize
verifiera	verify
verifikation	verification
veritabel	veritable
verk	works
verka	work
verkan	effect
verklig	real
verkligen	really
verklighet	reality
verkligt	really
verkmästare	supervisor
verkning	consequence
verksam	effective
verksamhet	activity
verksamhetsvillkor	famn
verkstad	workshop
verkstadsteknik	workshoptechnique
verkställbar	doable
verkställighet	execution
verktyg	tool
verktygssats	toolkit
vernissage	vernissage
vers	verse
version	version
verskonst	poetry
vertikal	vertical
vessla	ferret
vestibul	vestibule
veta	know
vetande	knowledge
vetat	known
vete	wheat
vetefälten	wheatfield
vetenskap	science
vetenskaplig	scientific
vetenskaplighet	scientific
vetenskapligt	scientifically
veteran	veteran
veterinärer	veterinary
veto	veto
vetskap	knowledge
vett	sense
vetta	face
vettig	sensible
vettvillig	mad
vettvilling	madman
vev	crank
veva	crank
vi	we
via	via
viadukt	viaduct
vibration	vibration
vibrato	vibrato
vibrera	vibrate
vibrering	vibration
vice	vice-
vicka	stand-in
vid	to
vida	wide
vidare	further
vidarebefordra	forward
vidarebefordran	forward
vidbränd	burnt
vidd	width
vide	osier
video	video
videoband	videotape
videokonferens	video-conference
videokonferenssystem	videoconferencesystem
vidga	widen
vidgas	widen
vidhäftning	adhesion
vidhöll	maintained
vidimera	attest
vidkännas	suffer
vidlyftig	detailed
vidmakthålla	maintain
vidrig	disgusting
vidrigt	disgusting
vidröra	touch
vidskepelse	superstition
vidskeplig	superstitious
vidskeplighet	superstition
vidsträckt	extensive
vidsträckthet	vastness
vidsynt	broad-minded
vidsynthet	broadmindedness
vidta	follow
vidtala	inform
vidunder	monster
vidunderlig	fantastic
vietnames	Vietnamese
vietnamesisk	Vietnamese
vifta	wave
vig	lithe
viga	dedicate
vigsel	wedding
vigör	vigour
vik	bay
vika	reserve
vikariat	substitute
vikarie	substitute
vikariera	substitute
vikarietjänst	cover
vikbar	foldable
vikbarhet	foldability
viking	Viking
vikning	folding
vikt	importance
viktig	stuck-up
vila	rest
vilande	resting
vild	wild
vilde	independent
vildkanin	hare
vildsvin	boar
vildvinsranka	ivetum
vildvuxen	overgrown
vildögd	wild-eyed
vilja	want
viljekraft	willpower
viljestark	strong-willed
vilken	what
vilket	which
vill	want
villa	illusion
ville	wanted
villebråd	game
villervalla	confusion
villfarelse	delusion
villig	willing
villighet	willingness
villkor	condition
villkorsbunden	eldin
villkorslöst	unconditionally
vilohem	retreat
vilotiderna	resttime,lazytime
vilsam	restful
vilse	lost
vilseleda	mislead
vilseledande	misleading
vilseledd	misled
vilsen	lost
vilt	wild
vimla	swarm
vimmel	crowd
vimmelkantig	dizzy
vimpel	pennant
vimsig	scatterbrained
vin	wine
vina	whine
vinbär	currant
vind	attic
vinda	squint
vindenergi	wind-energy
vindkraftverk	wind-farms
vindkänslig	wind-sensitive
vindla	wind
vindpinad	windswept
vindrutetorkare	wipers
vindruva	grape
vindstilla	calm
vindsurfa	windsurf
vindsurfare	windsurfer
vindtät	wind-proof
vinfält	vineyard
vinge	wing
vingla	wobble
vinglig	unsteady
vinglögg	glühwein
vingslag	wingflap
vink	sign
vinka	wave
vinkel	angle
vinkeljärn	angle-iron
vinkla	slant
vinna	gain
vinnande	winning
vinnare	winner
vinning	profit
vinodlare	wine-growers
vinproduktion	wine-production
vinranka	grapevine
vinsch	winch
vinst	profit
vinstdelningssystem	profit-sharing
vinstdrivande	profit-driven
vinsten	winnings
vinter	winter
vinterdag	winterday
vintersport	wintersport
vinthund	greyhound
vinyl	vinyl
vinäger	vinegar
viol	violet
violett	violet
violin	violin
violoncell	cello
vippa	teeter
vips	swish!
vira	wind
viril	virile
virka	crochet
virke	wood
virologi	virology
virra	wander
virrig	muddle-headed
virrvarr	muddle
virtuell	virtual
virtuos	virtuoso
virus	virus
virvel	whirl
virvelström	vortex
virvla	whirl
vis	way
visa	show
visad	shown
visare	hand
visartavla	display
visavi	vis-à-vis
visdom	wisdom
visering	visa-ing
vishet	wisdom
vision	vision
visionär	visionary
visit	visit
visitation	examination
visitera	search
viska	whisper
visligt	wisely
visning	viewing
visningsrum	Showroom
visp	whisk
vispa	whip
viss	certain
visselpipa	whistle
vissen	withered
vissla	whistle
visslare	whistler
vissna	wither
visst	probably
visste	knew
vissångare	singer-songwriter
vistas	stay
vistelse	stay
visualisering	visualization
visuell	visual
visum	visa
vit	white
vitaktig	whitish
vital	vital
vitalisering	vitalization
vitalitet	vitality
vitamin	vitamin
vite	fine
vithet	vithet
vitkål	cabbage
vitling	whiting
vitlök	garlic
vitna	whiten
vitrandig	white-striped
vitrysk	belarusian
vitryss	belarusian
vitryssland	belorus
vits	point
vitsighet	funnyness
vitsord	testimonial
vitsorda	testify
vitt	widely
vitterhet	belles-lettres
vittna	show
vittne	witness
vittnesbörd	testimony
vittnesmål	evidence
vittra	scent
vittring	scent
vokabulär	vocabulary
vokal	vowel
vokalist	vocalist
volang	flounce
volontär	volunteer
volt	volt
voltmätare	voltmeter
volym	volume
vomera	vomit
vore	were
votera	vote
votering	vote
vovve	bow-wow
vrak	wreck
vraka	reject
vred	handle
vrede	wrath
vredesutbrott	tantrum
vredgad	angry
vresig	peevish
vricka	sprain
vrickad	crazy
vrida	turn
vridbar	rotatable
vriden	crazy
vridmoment	torque
vrist	ankle
vräka	evict
vräkig	ostentatious
vrå	corner
vråk	buzzard
vrål	roar
vråla	roar
vrång	perverse
vulgaritet	vulgarity
vulgär	vulgar
vulkan	volcano
vulkanutbrott	eruption
vunnit	won
vurm	passion
vurpa	overturn
vuxen	adult
vuxenhet	adulthood
vuxenliv	adulthood
vuxit	grown
vy	view
vykort	postcard
väck	gone
väcka	arouse
väckning	wakening
väder	weather
väderbiten	weather-beaten
väderkorn	scent
väderkvarn	windmill
väderlek	weather
vädja	appeal
vädra	scent
vädur	ram
väg	way
väga	weigh
vägarbete	construction
vägbom	Roadblock
vägbygge	roadwork
vägg	wall
väggmålning	mural
vägkant	roadside
vägkanten	roadside
vägkarta	road-map
vägkors	crossroads
vägleda	guide
vägledande	guiding
vägledning	guidance
vägmaskin	counter
vägra	refuse
vägran	refusal
vägren	verge
vägskylt	roadsign
vägskäl	fork
vägunderhåll	roadmaintenance
vägvisare	signpost
väktare	watchman
väl	welfare
väl-	well-
välanvänd	well-worn
välartad	well-behaved
välavlönad	well-paid
välbefinnande	wellbeing
välbehag	pleasure
välbehaglig	Soothing
välbehövlig	highly-needed
välbekant	well-known
välbeställd	well-to-do
välbesökt	well-attended
välbetald	well-paid
välbevakad	well-guarded
välborstad	well-brushed
välbärgad	well-to-do
välde	power
väldeliga	greatly
väldig	huge
väldigt	enormously
väldisciplinerad	well-organized
väldokumenterad	well-documented
välformulerad	well-formulated
välfärd	welfare
välförtjänt	well-deserved
välgång	prosperity
välgörande	charitable
välgörare	benefactors
välgörarinna	benefactress
välgörenhet	charity
välgörenhetsinrättningar	charities
välinformerad	well-informed
välja	choose
väljare	voter
välkommen	welcome
välkomna	welcome
välkomst-	welcoming
välkänd	well-known
välla	well
välling	gruel
välljud	euphony
välment	well-meant
välmenta	well-meant
välmotiverat	well-motivated
välmående	wellbeing
välmåga	good-health
välorganiserat	well-organised
välplacerad	well-placed
välplanerad	well-planned
välplanerade	well-planned
välproportionerad	well-proportioned
välrustad	well-equipped
välsigna	bless
välsignelse	blessing
välsittande	well-fitting
välskapt	well-made
välskriven	wellwritten
välskuren	well-cut
välskött	well-managed
välslipad	well-sharpened
välsmakande	tasty
välsorterad	well-assorted
välstoppad	well-stuffed
välstrukturerad	structured
välstämd	well-tuned
välstånd	prosperity
välsydd	well-sewn
välta	tip
vältalig	eloquent
vältaligt	articulated
vältra	roll
vältrimmad	toned
välunderrättad	well-informed
väluppfostrad	well-mannered
välutbildad	well-educated
välva	ponder
välvd	arched
välvilja	benevolence
välvillig	benevolent
vämjelig	disgusting
vämjelse	disgust
vän	fair
vända	turn
vändning	turn
vändningsradie	Turn-radius
vänja	accustom
vänlig	friendly
vänligen	kindly
vänligt	friendly
vänskap	friendship
vänskapliga	friendly
vänskaplighet	friendlyness
vänskapsband	friendship
vänskapsförbindelse	friendship
vänskapsförhållande	friendship
vänslas	cuddle
vänster	left
vänsterhänt	left-handed
vänsterpolitiska	left-winged
vänta	expect
väntande	waiting
väntetid	wait
väpnad	armed
värd	host
värde	value
värdefull	valuable
värdelös	worthless
värdepapper	security
värdera	value
värderad	evaluated
värdering	valuation
värdesäker	valuables
värdesäkra	index-link
värdesätta	appreciate
värdesättning	valuation
värdig	dignified
värdinna	hostess
värdshus	inn
värja	rapier
värk	ache
värka	ache
värld	world
världsfrämmande	unwordly
världsförbättrare	reformer
världshav	ocean
världsklass	world-class
